token,domain,leg,decision_date,price,outcome,res_date,volume,question,CE,S
20503171245004272366908372236894444540018273555294544913430963958771672513539,other-binary,yes,2024-11-09,0.595,1.0,2024-07-20 00:00:00.000,15917754.336328,Will Jake Paul win his boxing match against Mike Tyson?,0.405,0
89669407731512841049605600555932797553969973928279583909337561678438342527498,other-binary,no,2024-11-09,0.695,1.0,2024-07-20 00:00:00.000,32399877.164035,Will Mike Tyson win his boxing match against Jake Paul?,0.30500000000000005,0
65250704675837625444042147912377063878441974448436969046899653855689939199221,other-binary,no,2024-11-09,0.875,1.0,2024-07-20 00:00:00.000,14968970.920633,Will Jake Paul vs. Mike Tyson have no official winner?,0.125,0
31973687607106606328532719297320986653385741832896208360942101167750266344121,other-binary,yes,2024-11-09,0.125,0.0,2024-07-20 00:00:00.000,14968970.920633,Will Jake Paul vs. Mike Tyson have no official winner?,-0.125,0
59170561725739752287322422281990529001277235587953509401937875196246782822841,other-binary,no,2024-11-09,0.405,0.0,2024-07-20 00:00:00.000,15917754.336328,Will Jake Paul win his boxing match against Mike Tyson?,-0.405,0
40306861893772823895616275124362770343291841546672823347007588540373613934565,politics,yes,2024-07-25,0.077,0.0,2024-07-31 12:00:00.000,11663215.12,Will Biden announce resignation by July 31?,-0.077,0
69063071740089984229647680607505897672493231430839272047761298094661798644548,politics,no,2024-07-25,0.923,1.0,2024-07-31 12:00:00.000,11663215.12,Will Biden announce resignation by July 31?,0.07699999999999996,0
24531900964160834136813382512521438993969032726076332585864135243872678480973,other-binary,no,2024-08-04,0.29,0.0,2024-08-11 12:00:00.000,4289679.93,USA wins the most gold medals in 2024 Paris Olympics?,-0.29,0
21948917496837354367910826573765617012647201536430148892502780921686496760749,other-binary,yes,2024-08-04,0.71,1.0,2024-08-11 12:00:00.000,4289679.93,USA wins the most gold medals in 2024 Paris Olympics?,0.29000000000000004,0
54591161509758068427816015327514967347226540141874651452795485734427174342667,politics,no,2024-07-30,0.036,0.0,2024-08-19 00:00:00.000,54563172.65,Will Kamala Harris win the 2024 Democratic Presidential Nomination?,-0.036,0
61307174745343826105381155328818841321097085669107501488931143161146416325701,politics,yes,2024-07-30,0.964,1.0,2024-08-19 00:00:00.000,54563172.65,Will Kamala Harris win the 2024 Democratic Presidential Nomination?,0.03600000000000003,0
17199183018822315258113208440544445034689414264703067441885370660817265242705,politics,no,2024-07-30,0.976,1.0,2024-08-22 12:00:00.000,5287492.85,Will another man be the 2024 Democratic VP nominee?,0.02400000000000002,0
27057169367348546369390537394834822471718976618594822114237756875683431444856,politics,yes,2024-07-30,0.033,0.0,2024-08-22 12:00:00.000,9023366.09,Will Pete Buttigieg be the 2024 Democratic VP nominee?,-0.033,0
46311132436247057531640786989767599791913611864664511200336530652307752906151,politics,yes,2024-07-30,0.34,0.0,2024-08-22 12:00:00.000,16505096.89,Will Josh Shapiro be the 2024 Democratic VP nominee?,-0.34,0
33660820196550199936027349140524398396473880466011762282627220751457050316911,politics,no,2024-07-30,0.967,1.0,2024-08-22 12:00:00.000,9023366.09,Will Pete Buttigieg be the 2024 Democratic VP nominee?,0.03300000000000003,0
97758428236705516690538777852915186480059636119322857538294002903791510422526,politics,yes,2024-07-30,0.024,0.0,2024-08-22 12:00:00.000,5287492.85,Will another man be the 2024 Democratic VP nominee?,-0.024,0
13246694856467733125017813117870508336649465113947422399996144653610556076479,politics,no,2024-07-30,0.66,1.0,2024-08-22 12:00:00.000,16505096.89,Will Josh Shapiro be the 2024 Democratic VP nominee?,0.33999999999999997,0
80712420758383921582936584763126351359250932707204568764353087094189787249591,politics,yes,2024-07-30,0.041,0.0,2024-08-22 12:00:00.000,11499090.47,Will Andy Beshear be the 2024 Democratic VP nominee?,-0.041,0
57693159868948449143717941832372805496788893801981201969497003439938087263209,politics,yes,2024-07-30,0.3815,0.0,2024-08-22 12:00:00.000,12826516.15,Will Mark Kelly be the 2024 Democratic VP nominee?,-0.3815,0
77290004420469807303121418983410594259783349435877463527461916026337527709766,politics,yes,2024-07-30,0.1765,1.0,2024-08-22 12:00:00.000,12902914.06,Will Tim Walz be the 2024 Democratic VP nominee?,0.8235,0
46151683995628303683848849165180379776066478517400313383689588032121505705166,politics,no,2024-07-30,0.8235,0.0,2024-08-22 12:00:00.000,12902914.06,Will Tim Walz be the 2024 Democratic VP nominee?,-0.8235,0
69697709990438419490552378068319379723247957595044718630598282701780804270024,politics,no,2024-07-30,0.959,1.0,2024-08-22 12:00:00.000,11499090.47,Will Andy Beshear be the 2024 Democratic VP nominee?,0.041000000000000036,0
41692024679959470935840899191494690917447219720641312707438923108746489001677,politics,no,2024-07-30,0.6185,1.0,2024-08-22 12:00:00.000,12826516.15,Will Mark Kelly be the 2024 Democratic VP nominee?,0.38149999999999995,0
88997608657340490186935536371512680774552192672103556721227664348948273368629,politics,yes,2024-08-25,0.0435,0.0,2024-08-31 12:00:00.000,7019568.87,JD Vance replaced as Republican VP nominee?,-0.0435,1
33577969371286343977356206611656200628557136541726617870627297931147773896148,politics,yes,2024-08-20,0.07,1.0,2024-08-31 12:00:00.000,6195836.69,RFK Jr. endorses Trump in August?,0.9299999999999999,0
95440741736418857180573436999664175781213093077296356439942739296822091018123,politics,no,2024-08-25,0.9565,1.0,2024-08-31 12:00:00.000,7019568.87,JD Vance replaced as Republican VP nominee?,0.04349999999999998,1
19578890682213446862630335318698732223958239442642602444342136463834785937809,politics,no,2024-08-20,0.93,0.0,2024-08-31 12:00:00.000,6195836.69,RFK Jr. endorses Trump in August?,-0.93,0
16764379748933413776456293316522911293782189850387236817091803756590382754225,politics,no,2024-07-09,0.7275,0.0,2024-09-04 12:00:00.000,6452293.01,Will JD Vance win the 2024 Republican VP nomination?,-0.7275,0
87406562398979962299468279520190492088871692967284999093076550605890113634903,politics,yes,2024-07-09,0.2725,1.0,2024-09-04 12:00:00.000,6452293.01,Will JD Vance win the 2024 Republican VP nomination?,0.7275,0
12984464721928974901008319473515842286719090811280039836128333307015059841267,politics,yes,2024-07-09,0.089,0.0,2024-09-05 12:00:00.000,4993587.5,Will Ben Carson win the 2024 Republican VP nomination?,-0.089,0
43529010529565039630937879806781635251622372286348439414181707787960235726988,politics,no,2024-07-09,0.977,1.0,2024-09-05 12:00:00.000,4356530.86,Will Kristi Noem win the 2024 Republican VP nomination?,0.02300000000000002,0
65092927370852609662885428385644509696459664248264148366229964110037087971304,politics,yes,2024-07-09,0.023,0.0,2024-09-05 12:00:00.000,4356530.86,Will Kristi Noem win the 2024 Republican VP nomination?,-0.023,0
77140697329479964870511208765806474371806608348448281625118401244163837435440,politics,yes,2024-07-09,0.0595,0.0,2024-09-05 12:00:00.000,6674832.41,Will Vivek Ramaswamy win the 2024 Republican VP nomination?,-0.0595,0
24987334955848704721720619730426406183952689069583370508550937464906231805025,politics,no,2024-07-09,0.911,1.0,2024-09-05 12:00:00.000,4993587.5,Will Ben Carson win the 2024 Republican VP nomination?,0.08899999999999997,0
96581242105925530720067597798293176070850090828087280834387218365384943182684,politics,yes,2024-07-09,0.029,0.0,2024-09-05 12:00:00.000,4881266.8,Will Tim Scott win the 2024 Republican VP nomination?,-0.029,0
40654422874249160221370926825862410995988050455463614751128678151002386837711,politics,no,2024-07-09,0.971,1.0,2024-09-05 12:00:00.000,4881266.8,Will Tim Scott win the 2024 Republican VP nomination?,0.029000000000000026,0
106555715963580671084539448216107675003325484119317313748650588578544660321617,politics,no,2024-07-09,0.9405,1.0,2024-09-05 12:00:00.000,6674832.41,Will Vivek Ramaswamy win the 2024 Republican VP nomination?,0.0595,0
110109681593874622139229950347972231817795072586989061831230958209496551070,sports/other,kamala,2024-08-30,0.405,0.0,2024-09-06 12:00:00.000,5392876.747177,Favorite to win on Polymarket on Friday?,-0.405,0
50575937871090685256936316199279781041592223051044939645273778166342467593918,sports/other,trump,2024-08-30,0.595,1.0,2024-09-06 12:00:00.000,5392876.747177,Favorite to win on Polymarket on Friday?,0.405,0
4024328215774116763560970609979726643740904805522238962506435774237310931875,other-binary,no,2024-09-07,0.025,0.0,2024-09-10 12:00:00.000,5037700.512494,Microphones muted during ABC debate?,-0.025,0
4346367793387296689955086868039283511495920935610729116101802489907571522545,other-binary,yes,2024-09-07,0.975,1.0,2024-09-10 12:00:00.000,5037700.512494,Microphones muted during ABC debate?,0.025000000000000022,0
50376722767982976792819483321675476184683505970028931051190616149906273365875,crypto/financial,yes,2024-09-11,0.9695,1.0,2024-09-18 00:00:00.000,20345317.826273,Fed rate cut by September 18?,0.03049999999999997,0
37897010840099630081979453373185488191860949983734816397821701022706799414185,crypto/financial,no,2024-09-11,0.0305,0.0,2024-09-18 00:00:00.000,20345317.826273,Fed rate cut by September 18?,-0.0305,0
106191328358576540351439267765925450329859429577455659884974413809922495874408,crypto/financial,yes,2024-09-11,0.235,1.0,2024-09-18 12:00:00.000,10906333.42219,Fed decreases interest rates by 50+ bps after September 2024 meeting?,0.765,0
9214127416164770663428045171731158534317583924108886506080862617439489581164,crypto/financial,no,2024-09-11,0.765,0.0,2024-09-18 12:00:00.000,10906333.42219,Fed decreases interest rates by 50+ bps after September 2024 meeting?,-0.765,0
33507963070620649762144944331241609312903313601210934738148421620353685107636,crypto/financial,no,2024-09-11,0.9705,1.0,2024-09-18 12:00:00.000,23499210.730061,No change in Fed interest rates after 2024 September meeting?,0.02949999999999997,0
89262722133387845193166560202808972424089924545438804960915341631492994906283,crypto/financial,yes,2024-09-11,0.0295,0.0,2024-09-18 12:00:00.000,23499210.730061,No change in Fed interest rates after 2024 September meeting?,-0.0295,0
68670890969542385995453083110367487631448978600988239315882323042259997093658,crypto/financial,no,2024-09-11,0.255,1.0,2024-09-18 12:00:00.000,6660914.249885,Fed decreases interest rates by 25 bps after September 2024 meeting?,0.745,0
88244443360063235221444316604590968694314258311386447899087521723508440858841,crypto/financial,yes,2024-09-11,0.745,0.0,2024-09-18 12:00:00.000,6660914.249885,Fed decreases interest rates by 25 bps after September 2024 meeting?,-0.745,0
103074846952659555203136280159144707438311771841831295577819182690870662076232,geopolitics,no,2024-10-01,0.2695,1.0,2024-09-30 12:00:00.000,13817736.165943,Will Israel invade Lebanon in September?,0.7304999999999999,1
16089502285715435437562615795573134003254593059489358511668863095586726453790,geopolitics,yes,2024-09-27,0.09,1.0,2024-09-30 12:00:00.000,10886668.249385,Israeli forces enters Lebanon in September?,0.91,0
82217519770356329016575074180915423709787654078325574175371380456084152665514,geopolitics,yes,2024-10-01,0.7305,0.0,2024-09-30 12:00:00.000,13817736.165943,Will Israel invade Lebanon in September?,-0.7305,1
99090420296097296076980963983799433438491210828326488353834370907397713646036,geopolitics,no,2024-09-27,0.91,0.0,2024-09-30 12:00:00.000,10886668.249385,Israeli forces enters Lebanon in September?,-0.91,0
42145095195290765000282943283358722479328637686954476912973650086859780148803,politics,no,2024-10-01,0.965,1.0,2024-10-06 12:00:00.000,5495540.12333,Will another candidate win the Tunisia presidential election?,0.03500000000000003,2
50966571729876821765607322724679521241255141948211597054271144782719553276639,politics,yes,2024-10-01,0.035,0.0,2024-10-06 12:00:00.000,5495540.12333,Will another candidate win the Tunisia presidential election?,-0.035,2
55514205054100807047701069784075513572463184270177957971394302082051751224992,geopolitics,no,2024-09-29,0.36,0.0,2024-10-31 12:00:00.000,5313533.726507,Will Israel invade Lebanon before November?,-0.36,0
37345183659773848311239062560842750053671929810195926482598825743458742747410,geopolitics,no,2024-10-23,0.93,0.0,2024-10-31 12:00:00.000,27780153.857752,Israel military action against Iraq before November?,-0.93,1
70600361638677588796777424567218334032905836716539802937518727902043802064967,geopolitics,yes,2024-10-23,0.07,1.0,2024-10-31 12:00:00.000,27780153.857752,Israel military action against Iraq before November?,0.9299999999999999,1
91875878567127100686098985204565681547997425723553249449568002274799624277200,geopolitics,yes,2024-09-29,0.64,1.0,2024-10-31 12:00:00.000,5313533.726507,Will Israel invade Lebanon before November?,0.36,0
110572269101665299323840938132174016639460564640021056235470343294492124819487,politics,no,2024-11-03,0.9765,1.0,2024-11-04 12:00:00.000,6016787.147049,2024 presidential election: Democrats win by 215+,0.023499999999999965,2
55053017623018167103206225381535351479731721326578895660347356086269854794785,politics,no,2024-07-14,0.555,0.0,2024-11-04 12:00:00.000,21122389.82,Biden drops out of presidential race?,-0.555,0
101420809795991050463357193190190217433473974978220642065802556532442264744912,politics,yes,2024-11-03,0.0235,0.0,2024-11-04 12:00:00.000,6016787.147049,2024 presidential election: Democrats win by 215+,-0.0235,2
8447915118859648527472592877792890354557333272690289360702446760497242005477,sports/other,kamala,2024-10-29,0.0255,0.0,2024-11-04 12:00:00.000,7048870.471444,Favorite to win on Polymarket day before election?,-0.0255,0
24480816455214308229531096762668154996473106215947694133124367155661709295355,politics,yes,2024-11-03,0.0615,0.0,2024-11-04 12:00:00.000,5813696.52381,2024 presidential election: Democrats win by 15-34,-0.0615,2
50133448833757528069869127643025525959163159637487182482262038193546371512671,sports/other,trump,2024-10-29,0.9745,1.0,2024-11-04 12:00:00.000,7048870.471444,Favorite to win on Polymarket day before election?,0.025499999999999967,0
80466862227762400456474037114326989569691448086113369690204721936360568404468,politics,yes,2024-07-14,0.445,1.0,2024-11-04 12:00:00.000,21122389.82,Biden drops out of presidential race?,0.5549999999999999,0
111410927662926949005201636726279530942088299033116279206838447423490027139957,politics,no,2024-11-03,0.84,0.0,2024-11-04 12:00:00.000,7563202.909916,2024 presidential election: GOP wins by 65-104,-0.84,2
7616200168087679909520446105950285742392284096432045522969789820944838280581,politics,yes,2024-11-03,0.16,1.0,2024-11-04 12:00:00.000,7563202.909916,2024 presidential election: GOP wins by 65-104,0.84,2
112747370949088531084091390599511451359359878936992014906084143971630063926956,politics,no,2024-11-03,0.91,1.0,2024-11-04 12:00:00.000,4503321.804578,2024 presidential election: Democrats win by 35-64,0.08999999999999997,2
55025728191360973219838021150407777764858944236363961405036384833102664242636,politics,yes,2024-11-03,0.09,0.0,2024-11-04 12:00:00.000,4503321.804578,2024 presidential election: Democrats win by 35-64,-0.09,2
91932832596060744099888677327122616645772550393074504705362648525145533535677,politics,yes,2024-11-03,0.055,0.0,2024-11-04 12:00:00.000,6473740.733323,2024 presidential election: GOP wins by 105-154,-0.055,2
87584955359245246404952128082451897287778571240979823316620093987046202296181,politics,no,2024-10-30,0.6655,1.0,2024-11-04 12:00:00.000,1037039118.18879,Will Kamala Harris win the 2024 US Presidential Election?,0.3345,2
77649026382213877138153966649551404921672543352938596532281164750961184750506,politics,yes,2024-11-03,0.065,0.0,2024-11-04 12:00:00.000,5040359.62268,2024 presidential election: GOP wins by 15-34,-0.065,2
69236923620077691027083946871148646972011131466059644796654161903044970987404,politics,yes,2024-10-30,0.3345,0.0,2024-11-04 12:00:00.000,1037039118.18879,Will Kamala Harris win the 2024 US Presidential Election?,-0.3345,2
27588916769582983298068677045074646404563058524590223735318110504978851811984,politics,no,2024-11-03,0.935,1.0,2024-11-04 12:00:00.000,5040359.62268,2024 presidential election: GOP wins by 15-34,0.06499999999999995,2
103530572435547708897845963079680553306100931956035187015672097202083916606272,politics,no,2024-11-03,0.945,1.0,2024-11-04 12:00:00.000,6473740.733323,2024 presidential election: GOP wins by 105-154,0.05500000000000005,2
84759855875787376013070966191829270380532139665613953557972586200540529795281,politics,yes,2024-11-03,0.1,0.0,2024-11-04 12:00:00.000,5777920.118906,2024 presidential election: Democrats win by 0-4,-0.1,2
72331964067438131788858063976962038680861585128356787477467784824610129991753,politics,no,2024-11-03,0.9385,1.0,2024-11-04 12:00:00.000,5813696.52381,2024 presidential election: Democrats win by 15-34,0.0615,2
71018617251430864046344590528333955328584101403098703990890731434467520361394,politics,yes,2024-11-03,0.0635,0.0,2024-11-04 12:00:00.000,6235007.012558,2024 presidential election: Democrats win by 5-14,-0.0635,2
11673418683358866316301085387751523068048753966544150945611303267854659423322,politics,yes,2024-11-03,0.024,0.0,2024-11-04 12:00:00.000,5436305.368101,2024 presidential election: GOP wins by 5-14,-0.024,2
15535205269071354849133014650093574606472629896031947249874478280226118293178,politics,no,2024-11-03,0.976,1.0,2024-11-04 12:00:00.000,5436305.368101,2024 presidential election: GOP wins by 5-14,0.02400000000000002,2
96959189799810963265333540002508411265478058060479867670249596923616033558513,politics,no,2024-11-03,0.92,1.0,2024-11-04 12:00:00.000,5393718.822278,2024 presidential election: Democrats win by 155-214,0.07999999999999996,2
6958226261986895321894171664134250727726877795295745054057860512934310352857,politics,yes,2024-11-03,0.0735,0.0,2024-11-04 12:00:00.000,6153981.286456,2024 presidential election: Democrats win by 105-154,-0.0735,2
27742492199438489011463758355506227295604254956319678770351714692728437063051,politics,no,2024-11-03,0.9265,1.0,2024-11-04 12:00:00.000,6153981.286456,2024 presidential election: Democrats win by 105-154,0.07350000000000001,2
110956193269330984108742479380582706889793052817208611887999646282949901872730,politics,no,2024-10-11,0.56,0.0,2024-11-04 12:00:00.000,76899060.598799,Will Trump launch a coin before the election?,-0.56,2
104468264438118085465761163263611745362235161579898771567536629365715258090512,politics,yes,2024-10-11,0.44,1.0,2024-11-04 12:00:00.000,76899060.598799,Will Trump launch a coin before the election?,0.56,2
96291624700174656133940646395798544130245639341768250537441164424034121015947,politics,no,2024-11-03,0.9365,1.0,2024-11-04 12:00:00.000,6235007.012558,2024 presidential election: Democrats win by 5-14,0.0635,2
48828272224498898390641556856132347295378817472551988430356181554440377498617,politics,no,2024-11-03,0.9,1.0,2024-11-04 12:00:00.000,5777920.118906,2024 presidential election: Democrats win by 0-4,0.09999999999999998,2
36424221759344926021680952835054005735551365590435945165626040649477605542492,politics,no,2024-11-03,0.865,1.0,2024-11-04 12:00:00.000,6753406.418423,2024 presidential election: GOP wins by 35-64,0.135,2
107390049390358131192470382018885046753276046579323899532999151577054727204097,politics,yes,2024-11-03,0.135,0.0,2024-11-04 12:00:00.000,6753406.418423,2024 presidential election: GOP wins by 35-64,-0.135,2
49053375994742571860652088315085884720283262308934567514143770147957981207450,politics,yes,2024-11-03,0.08,0.0,2024-11-04 12:00:00.000,5393718.822278,2024 presidential election: Democrats win by 155-214,-0.08,2
88735821972129906164249182027715270538559976912140139667598209541927628533669,politics,yes,2024-11-03,0.142,0.0,2024-11-04 12:00:00.000,5777360.064778,2024 presidential election: Democrats win by 65-104,-0.142,2
104063202795145136324255080847549445537543810376621116953654506014770685987275,politics,no,2024-11-03,0.858,1.0,2024-11-04 12:00:00.000,5777360.064778,2024 presidential election: Democrats win by 65-104,0.14200000000000002,2
42931484859503950946156195721873929060179594500552644597117140385769630841228,politics,no,2024-10-30,0.945,1.0,2024-11-05 12:00:00.000,4610012.907838,Will a Democrat win Florida in the 2024 US Presidential Election?,0.05500000000000005,2
86476515438957907056315993820068995378660426416045749849962015285013351695183,politics,yes,2024-10-31,0.0205,0.0,2024-11-05 12:00:00.000,17751068.899255,Will a Republican win the popular vote and a Democrat win the Presidency?,-0.0205,2
97965519588217475643434736706416438183520937707960121812467605561440241575617,politics,no,2024-11-03,0.73,0.0,2024-11-05 12:00:00.000,4541741.302602,Will either Kamala or Trump win every swing state?,-0.73,2
80584188659728989976401390075910998615858756886040658458309838322015683173745,politics,yes,2024-10-30,0.085,0.0,2024-11-05 12:00:00.000,4847379.862261,Will Kamala Harris win all 6 swing states?,-0.085,2
83885210733649524929969719523662368161508208447185778709297086657733910505889,politics,no,2024-10-30,0.915,1.0,2024-11-05 12:00:00.000,4847379.862261,Will Kamala Harris win all 6 swing states?,0.08499999999999996,2
4797636523140950365086898642056639726153702055603683454188387474907111429648,politics,yes,2024-11-03,0.27,1.0,2024-11-05 12:00:00.000,4541741.302602,Will either Kamala or Trump win every swing state?,0.73,2
27523375682021765390588187766633015068126055655405967473976256668819938305564,politics,yes,2024-10-30,0.83,1.0,2024-11-05 12:00:00.000,4684337.336559,Will a Democrat win Virginia Presidential Election?,0.17000000000000004,2
100012098696512710839019980186408856624583838884974450954169454065204180810679,politics,no,2024-10-30,0.17,0.0,2024-11-05 12:00:00.000,4684337.336559,Will a Democrat win Virginia Presidential Election?,-0.17,2
71429224354853733902363804281365366005619669369402236442576853311507584941917,politics,yes,2024-11-03,0.165,1.0,2024-11-05 12:00:00.000,16221133.479478,Trump wins every swing state?,0.835,2
1245455071836736418858894114937610717733912531531312145552158827133486397267,politics,no,2024-10-31,0.675,1.0,2024-11-05 12:00:00.000,14756382.198283,Will a Democrat win the popular vote and the Presidency? ,0.32499999999999996,2
19145824489202255468860676886687435302354097211623787824373319153771938762362,politics,no,2024-11-03,0.835,0.0,2024-11-05 12:00:00.000,16221133.479478,Trump wins every swing state?,-0.835,2
77538554173896015114453401012117630452637136665613691153928336127167320141811,politics,no,2024-10-31,0.735,1.0,2024-11-05 12:00:00.000,18758441.931819,Will a Democrat win the popular vote and a Republican win the Presidency?,0.265,2
33573631646975967490303296373773410479817269960942179527425708594960263761938,politics,yes,2024-10-31,0.325,0.0,2024-11-05 12:00:00.000,14756382.198283,Will a Democrat win the popular vote and the Presidency? ,-0.325,2
67648321332889562720702742465853245863647268672651902649177972067583993370930,politics,yes,2024-10-31,0.39,1.0,2024-11-05 12:00:00.000,15286458.166973,Will a Republican win the popular vote and the Presidency? ,0.61,2
92848768921367210485187039202894189254214421377536495082521089096497548879926,politics,no,2024-10-31,0.61,0.0,2024-11-05 12:00:00.000,15286458.166973,Will a Republican win the popular vote and the Presidency? ,-0.61,2
79290738821633012952251194646343347843753407986785745774809464443278141510795,politics,yes,2024-10-31,0.265,0.0,2024-11-05 12:00:00.000,18758441.931819,Will a Democrat win the popular vote and a Republican win the Presidency?,-0.265,2
12114007747517340384640770826667371719468965613575901863343538277669045189268,politics,yes,2024-10-30,0.055,0.0,2024-11-05 12:00:00.000,4610012.907838,Will a Democrat win Florida in the 2024 US Presidential Election?,-0.055,2
18774476248896549691678360856198707466024027698380587795158227245793286303542,politics,no,2024-11-05,0.245,0.0,2024-11-05 12:00:00.000,6754633.942725,Will a Democrat win Arizona US Senate Election?,-0.245,3
6181401096199368004324244642874162057010167408218412244771664244595886623212,politics,no,2024-10-31,0.265,0.0,2024-11-05 12:00:00.000,6457569.386048,Will a Republican win Georgia Presidential Election?,-0.265,2
10874846387975190407444713373765853114527145924436779240006871443341352408992,politics,yes,2024-10-31,0.735,1.0,2024-11-05 12:00:00.000,6457569.386048,Will a Republican win Georgia Presidential Election?,0.265,2
104418202650000003466724307383826189852812346194106831978945737070954365347089,politics,yes,2024-11-05,0.755,1.0,2024-11-05 12:00:00.000,6754633.942725,Will a Democrat win Arizona US Senate Election?,0.245,3
83494440765400389893993921944624001569626254294075627699017957553845440459741,politics,no,2024-10-31,0.9795,1.0,2024-11-05 12:00:00.000,17751068.899255,Will a Republican win the popular vote and a Democrat win the Presidency?,0.020499999999999963,2
21742633143463906290569050155826241533067272736897614950488156847949938836455,politics,yes,2024-10-30,0.6655,1.0,2024-11-05 12:00:00.000,1531479284.504353,Will Donald Trump win the 2024 US Presidential Election?,0.3345,2
77888176678720060596595785704561867851638990901352765132303721825934989281472,politics,yes,2024-11-03,0.255,0.0,2024-11-05 12:00:00.000,5178103.42329,Will a Democrat win Arizona Presidential Election?,-0.255,2
71266923597682191255015907302921683041435419763570474059916757401212183782544,politics,yes,2024-10-31,0.265,0.0,2024-11-05 12:00:00.000,5973401.632431,Will a Democrat win Georgia Presidential Election?,-0.265,2
108978442313549362504454361386679252793404126602822126829816109429393785765883,politics,no,2024-10-31,0.735,1.0,2024-11-05 12:00:00.000,5973401.632431,Will a Democrat win Georgia Presidential Election?,0.265,2
35352876327642053389894511282626265616296126212238181011612882932646625871390,politics,no,2024-11-02,0.365,0.0,2024-11-05 12:00:00.000,6181381.804395,Will a Republican win Nevada Presidential Election?,-0.365,2
11928031020017926253137048266138060552390028298132003645967202754777540403459,politics,yes,2024-11-07,0.025,0.0,2024-11-05 12:00:00.000,9322470.30561,"2024 Balance of Power: R Prez, R Senate, D House",-0.025,4
87951539562016076896642417893567051202212076475120786171617269860001520937378,politics,no,2024-11-07,0.975,1.0,2024-11-05 12:00:00.000,9322470.30561,"2024 Balance of Power: R Prez, R Senate, D House",0.025000000000000022,4
24620775411941217389377740965103998876434043106631115627739856378494039307644,politics,no,2024-11-03,0.255,0.0,2024-11-05 12:00:00.000,5552055.578258,Will a Republican win Arizona Presidential Election?,-0.255,2
64972410044896218211047269420581789917870192018252181026286744947120013986348,politics,yes,2024-11-03,0.745,1.0,2024-11-05 12:00:00.000,5552055.578258,Will a Republican win Arizona Presidential Election?,0.255,2
52646153159016006621189163812433115969858888637703551736022048114666679879653,politics,no,2024-11-04,0.7435,0.0,2024-11-05 12:00:00.000,119932620.818624,Will Donald Trump win the popular vote in the 2024 Presidential Election?,-0.7435,2
105184348976114274990683066782141725521410345945023353024053078695238621958578,politics,yes,2024-10-31,0.49,1.0,2024-11-05 12:00:00.000,8427215.034753,Will a Republican win Michigan Presidential Election?,0.51,2
9957028331163987805873971753654507302936617692682833719706803039129302643823,politics,no,2024-10-31,0.545,1.0,2024-11-05 12:00:00.000,5092982.501493,Will a Democrat win Wisconsin Presidential Election?,0.45499999999999996,2
46691825198205945656026007456894335541255549782914167592137952460021454784449,politics,yes,2024-11-05,0.255,0.0,2024-11-05 12:00:00.000,8258327.18658,Will a Republican win Arizona US Senate Election?,-0.255,3
